CNTRCT_ID,DT_RFRNC,INSTRMNT_ID,OBSRVD_AGNT_CD,CMMTMNT_INCPTN,CRRNCY_DNMNTN,DT_END_INTRST_ONLY,DT_INCPTN,DT_LGL_FNL_MTRTY,DT_STTLMNT,FDCRY,FV_CHNG_CR_BFR_PRCHS,INTRST_RT_CP,INTRST_RT_FLR,INTRST_RT_RST_FRQNCY,INTRST_RT_SPRD,NEVS_CMMTMNT_INCPTN,NEVS_CRRNCY_DNMNTN,NEVS_DT_END_INTRST_ONLY,NEVS_DT_INCPTN,NEVS_DT_LGL_FNL_MTRTY,NEVS_DT_STTLMNT,NEVS_FDCRY,NEVS_FV_CHNG_CR_BFR_PRCHS,NEVS_INTRST_RT_CP,NEVS_INTRST_RT_FLR,NEVS_INTRST_RT_RST_FRQNCY,NEVS_INTRST_RT_SPRD,NEVS_PRJCT_FNNC_LN,NEVS_PRPS,NEVS_PYMNT_FRQNCY,NEVS_RCRS,NEVS_RFRNC_RT,NEVS_RPYMNT_RGHTS,NEVS_SBRDNTD_DBT,NEVS_SYNDCTD_CNTRCT_ID,NEVS_TYP_AMRTSTN,NEVS_TYP_INSTRMNT,NEVS_TYP_INTRST_RT,PRJCT_FNNC_LN,PRPS,PYMNT_FRQNCY,RCRS,RFRNC_RT,RPYMNT_RGHTS,SBRDNTD_DBT,SYNDCTD_CNTRCT_ID,TYP_AMRTSTN,TYP_INSTRMNT,TYP_INTRST_RT,ACCRD_INTRST,ANNLSD_AGRD_RT,ARRRS,DFLT_STTS,DT_DFLT_STTS,DT_NXT_INTRST_RT_RST,DT_PST_D,NEVS_ACCRD_INTRST,NEVS_ANNLSD_AGRD_RT,NEVS_ARRRS,NEVS_DFLT_STTS,NEVS_DT_DFLT_STTS,NEVS_DT_NXT_INTRST_RT_RST,NEVS_DT_PST_D,NEVS_OFF_BLNC_SHT_AMNT,NEVS_OTSTNDNG_NMNL_AMNT,NEVS_TRNSFRRD_AMNT,NEVS_TYP_SCRTSTN,OFF_BLNC_SHT_AMNT,OTSTNDNG_NMNL_AMNT,TRNSFRRD_AMNT,TYP_SCRTSTN
C_CN0804_OK1,2017-03-31,I_CN0804_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0805_ER1,2017-03-31,I_CN0805_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0805_ER2,2017-03-31,I_CN0805_ER2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0805_OK1,2017-03-31,I_CN0805_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0806_ER1,2017-03-31,I_CN0806_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0806_ER2,2017-03-31,I_CN0806_ER2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0806_OK1,2017-03-31,I_CN0806_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0807_ER1,2017-03-31,I_CN0807_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0807_ER2,2017-03-31,I_CN0807_ER2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0807_OK1,2017-03-31,I_CN0807_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0808_ER1,2017-03-31,I_CN0808_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-07-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0808_OK1,2017-03-31,I_CN0808_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,,2,0,0.1,0.01,8,0.02,,,0,,,0,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0808_OK2,2017-03-31,I_CN0808_OK2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0808_OK3,2017-03-31,I_CN0808_OK3,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,20,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,0,,,,,1000000,0,7
C_CN0809_ER1,2017-03-31,I_CN0809_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0809_ER2,2017-03-31,I_CN0809_ER2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0809_OK1,2017-03-31,I_CN0809_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0810_ER1,2017-03-31,I_CN0810_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0810_OK1,2017-03-31,I_CN0810_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0811_ER1,2017-03-31,I_CN0811_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0811_OK1,2017-03-31,I_CN0811_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0812_ER1,2017-03-31,I_CN0812_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0812_OK1,2017-03-31,I_CN0812_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0813_ER1,2017-03-31,I_CN0813_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0813_ER2,2017-03-31,I_CN0813_ER2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0813_OK1,2017-03-31,I_CN0813_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2017-03-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0814_ER1,2017-03-31,I_CN0814_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,,2,0,0.1,0.01,8,0.02,,,0,,,0,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,0.0,1000000,0,7
C_CN0816_ER1,2017-03-31,I_CN0816_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0821_ER1,2017-03-31,I_CN0821_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1003,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0821_OK1,2017-03-31,I_CN0821_OK1,EEAS_OA26,2000000.0,EUR,,2016-06-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1003,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,0,,,,,1000000,0,7
C_CN0825_ER1,2017-03-31,I_CN0825_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0831_ER1,2017-03-31,I_CN0831_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0832_ER1,2017-03-31,I_CN0832_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,,2017-06-01,,,,,,0,,0,,,,,50000.0,1000000,0,7
C_CN0832_ER2,2017-03-31,I_CN0832_ER2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0832_ER3,2017-03-31,I_CN0832_ER3,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,,2016-08-01,2017-06-01,,,,,0,,,0,,,,,50000.0,1000000,0,7
C_CN0832_ER4,2017-03-31,I_CN0832_ER4,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,,2016-08-01,2017-06-01,,,,,0,,,0,,,,,50000.0,1000000,0,7
C_CN0835_ER1,2017-03-31,I_CN0835_ER1,EEAS_OA26,2000000.0,EUR,2018-07-01,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0836_ER1,2017-03-31,I_CN0836_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,1,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0836_OK1,2017-03-31,I_CN0836_OK1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,,,8,,,,0,,,,,,0,0,,0,,,,,0,,,0,,,,2,9,1,2,,2,2,,3,1004,1,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0845_ER1,2017-03-31,I_CN0845_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0845_ER2,2017-03-31,I_CN0845_ER2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,1000000.0,20,2016-08-01,2017-06-01,2017-02-28,,,,,,,,,,,,50000.0,1000000,0,7
C_CN0847_ER1,2017-03-31,I_CN0847_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,0,0,6
C_CN0848_ER1,2017-03-31,I_CN0848_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0848_ER2,2017-03-31,I_CN0848_ER2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0848_ER3,2017-03-31,I_CN0848_ER3,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0852_ER1,2017-03-31,I_CN0852_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0865_ER1,2017-03-31,I_CN0865_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0868_ER1,2017-03-31,I_CN0868_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0875_ER1,2017-03-31,I_CN0875_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,0,,,,,1000000,0,7
C_CN0876_ER1,2017-03-31,I_CN0876_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0901_ER1,2017-03-31,I_CN0901_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,,0.02,0.0,14,2016-08-01,2017-06-01,,0,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0913_ER1,2017-03-31,I_CN0913_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,0,,,0,,,,2,9,1,2,,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0913_ER2,2017-03-31,I_CN0913_ER2,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,0,,,0,,,,2,9,1,2,,2,2,,3,71,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0914_ER1,2017-03-31,I_CN0914_ER1,EEAS_OA26,,EUR,,2016-06-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,0,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,0,,,,,1000000,0,7
C_CN0541_ER1,2017-03-31,I_CN0541_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0551_ER1,2017-03-31,I_CN0551_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0920_ER1,2017-03-31,I_CN0920_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,0,,,0,,,,2,9,1,2,,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0925_ER1,2017-03-31,I_CN0925_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0930_ER1,2017-03-31,I_CN0930_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0935_ER1,2017-03-31,I_CN0935_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0940_ER1,2017-03-31,I_CN0940_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1000,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0945_ER1,2017-03-31,I_CN0945_ER1,EEAS_OA26,,EUR,,2016-07-01,2021-06-30,2016-07-02,2,0,0.1,0.01,8,0.02,0,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,0,,,,,1000000,0,7
C_CN0950_ER1,2017-03-31,I_CN0950_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
C_CN0960_ER1,2017-03-31,I_CN0960_ER1,EEAS_OA26,2000000.0,EUR,,2016-07-01,2021-06-30,2016-01-01,2,0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-08-01,2017-06-01,,,,,,,,0,,,,,50000.0,1000000,0,7
