CNTRCT_ID,DT_RFRNC,ENTTY_RIAD_CD,INSTRMNT_ID,OBSRVD_AGNT_CD,ACCRD_INTRST,ANNLSD_AGRD_RT,ARRRS,DFLT_STTS,DT_DFLT_STTS,DT_NXT_INTRST_RT_RST,DT_PST_D,NEVS_ACCRD_INTRST,NEVS_ANNLSD_AGRD_RT,NEVS_ARRRS,NEVS_DFLT_STTS,NEVS_DT_DFLT_STTS,NEVS_DT_NXT_INTRST_RT_RST,NEVS_DT_PST_D,NEVS_OFF_BLNC_SHT_AMNT,NEVS_OTSTNDNG_NMNL_AMNT,NEVS_TRNSFRRD_AMNT,NEVS_TYP_SCRTSTN,OFF_BLNC_SHT_AMNT,OTSTNDNG_NMNL_AMNT,TRNSFRRD_AMNT,TYP_SCRTSTN,ACCMLTD_CHNGS_FV_CR,ACCMLTD_IMPRMNT,ACCMLTD_WRTFFS,ACCNTNG_CLSSFCTN,CMLTV_RCVRS_SNC_DFLT,CRRYNG_AMNT,DT_FRBRNC_STTS,DT_PRFRMNG_STTS,FRBRNC_STTS,IMPRMNT_ASSSSMNT_MTHD,IMPRMNT_STTS,NEVS_ACCMLTD_CHNGS_FV_CR,NEVS_ACCMLTD_IMPRMNT,NEVS_ACCMLTD_WRTFFS,NEVS_ACCNTNG_CLSSFCTN,NEVS_CMLTV_RCVRS_SNC_DFLT,NEVS_CRRYNG_AMNT,NEVS_DT_FRBRNC_STTS,NEVS_DT_PRFRMNG_STTS,NEVS_FRBRNC_STTS,NEVS_IMPRMNT_ASSSSMNT_MTHD,NEVS_IMPRMNT_STTS,NEVS_PRDNTL_PRTFL,NEVS_PRFRMNG_STTS,NEVS_PRVSNS_OFF_BLNC_SHT,NEVS_RCGNTN_STTS,NEVS_SRC_ENCMBRNC,PRDNTL_PRTFL,PRFRMNG_STTS,PRVSNS_OFF_BLNC_SHT,RCGNTN_STTS,SRC_ENCMBRNC,DFLT_STTS_DBTR,DT_DFLT_STTS_DBTR,NEVS_DFLT_STTS_DBTR
CCNTR_67,2019-09-30,DEB5DXO,CINSTR_67,EEAS_OA30,3750.0,0.0375,0.0,,,,,,,,0,0,0,0,0,,,,,1200000.0,50000.0,1,,2500.0,0.0,6,,1247500.0,2017-01-14,2017-01-14,8,1,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,19,,
CCNTR_67,2019-09-30,DEBL1T9,CINSTR_67,EEAS_OA30,3750.0,0.0375,0.0,,,,,,,,0,0,0,0,0,,,,,1200000.0,50000.0,1,,2500.0,0.0,6,,1247500.0,2017-01-14,2017-01-14,8,1,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,14,,
CCNTR_67,2019-09-30,DEB432O,CINSTR_67,EEAS_OA30,3750.0,0.0375,0.0,,,,,,,,0,0,0,0,0,,,,,1200000.0,50000.0,1,,2500.0,0.0,6,,1247500.0,2017-01-14,2017-01-14,8,1,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,14,,
CCNTR_68,2019-09-30,DEB432O,CINSTR_68,EEAS_OA30,285665.03,0.04968,0.0,,,,,,,,0,0,0,0,0,,,,,70000000.0,0.0,7,,34500.0,0.0,6,,68965500.0,2018-03-15,2018-03-15,8,1,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,14,,
CCNTR_68,2019-09-30,DEBL1T9,CINSTR_68,EEAS_OA30,285665.03,0.04968,0.0,,,,,,,,0,0,0,0,0,,,,,70000000.0,0.0,7,,34500.0,0.0,6,,68965500.0,2018-03-15,2018-03-15,8,1,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,14,,
C_THRD_PRTY_PRRTY_CLMS,2019-09-30,ITTS_ENT_61,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,1912.5,0.027000000000000003,0.0,14,2019-02-28,2020-01-05,,,,,,,,0,0,,,,,850000.0,1.0,7,,17000.0,0.0,6,,834912.5,2017-11-16,2017-11-16,8,1,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,14,,
C_THRD_PRTY_PRRTY_CLMS,2019-09-30,EEAS_ENT01,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,1912.5,0.027000000000000003,0.0,14,2019-02-28,2020-01-05,,,,,,,,0,0,,,,,850000.0,1.0,7,,17000.0,0.0,6,,834912.5,2017-11-16,2017-11-16,8,1,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,,,
C_THRD_PRTY_PRRTY_CLMS,2019-09-30,EEAS_ENT02,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,1912.5,0.027000000000000003,0.0,14,2019-02-28,2020-01-05,,,,,,,,0,0,,,,,850000.0,1.0,7,,17000.0,0.0,6,,834912.5,2017-11-16,2017-11-16,8,1,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,,,
C_THRD_PRTY_PRRTY_CLMS,2019-09-30,EEAS_ENT03,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,1912.5,0.027000000000000003,0.0,14,2019-02-28,2020-01-05,,,,,,,,0,0,,,,,850000.0,1.0,7,,17000.0,0.0,6,,834912.5,2017-11-16,2017-11-16,8,1,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,,,
C_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,2019-09-30,EEE_DT_DFLT_STTS_ENTTY,I_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,1000.0,0.02,1000.0,14,2019-02-28,2020-12-01,2013-01-01,,,,,,,,,,,,50000.0,1000000.0,5000.0,7,1000000000.0,10000.0,0.0,10,0.0,0.0,2013-01-01,2016-06-01,8,2,21,,,,,,,,,,,,,,,,,1,11,0.0,1,1,19,1900-01-01,
CCNTR_71,2019-09-30,EEAS_ENT02,CINSTR_71,EEAS_OA30,0.0,0.0,0.0,14,2019-02-28,,,,,,,,0,0,0,,,,,2860897.67,0.0,7,,0.0,0.0,14,,2860897.67,2019-02-28,2019-02-28,8,2,23,0,,,,0,,,,,,,,,0,,,2,11,,1,1,,,
C_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,2019-09-30,EEAS_ENT02,I_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,1000.0,0.02,1000.0,14,2019-02-28,2020-12-01,2013-01-01,,,,,,,,,,,,50000.0,1000000.0,5000.0,7,-1000000000.0,10000.0,0.0,10,0.0,0.0,2013-01-01,2016-06-01,8,2,21,,,,,,,,,,,,,,,,,1,11,0.0,1,1,,,
C_PRTCTN_ALLCTD_VL,2019-09-30,EEAS_ENT03,I_PRTCTN_ALLCTD_VL,EEAS_OA30,520.88,0.0992,0.0,,,,,,,,0,0,0,0,,,,,86306.3,98693.7,0.0,7,,0.0,0.0,6,,99214.58,2019-03-28,2019-03-28,8,2,23,0,,,,0,,,,,,,,,,,,2,11,0.0,1,1,,,
C_PRTCTN_ALLCTD_VL,2019-09-30,EEAS_ENT06,I_PRTCTN_ALLCTD_VL,EEAS_OA30,520.88,0.0992,0.0,,,,,,,,0,0,0,0,,,,,86306.3,98693.7,0.0,7,,0.0,0.0,6,,99214.58,2019-03-28,2019-03-28,8,2,23,0,,,,0,,,,,,,,,,,,2,11,0.0,1,1,,,
CCNTR_74,2019-09-30,EEAS_ENT03,CINSTR_74,EEAS_OA30,520.88,0.0992,0.0,,,,,,,,0,0,0,0,,,,,86306.3,98693.7,0.0,7,,0.0,0.0,6,,99214.58,2019-03-28,2019-03-28,8,2,23,0,,,,0,,,,,,,,,,,,2,11,0.0,1,1,,,
CCNTR_74,2019-09-30,EEAS_ENT06,CINSTR_74,EEAS_OA30,520.88,0.0992,0.0,,,,,,,,0,0,0,0,,,,,86306.3,98693.7,0.0,7,,0.0,0.0,6,,99214.58,2019-03-28,2019-03-28,8,2,23,0,,,,0,,,,,,,,,,,,2,11,0.0,1,1,,,
C_IG0040,2019-09-30,DEAKENT,I_IG0040,EEAS_OA30,0.0,0.03,,,,,,,,0,0,0,0,0,,,,,0.0,5000.0,50.0,7,,,1000.0,10,,1000.0,,,,,,0,0,,,0,,-5,0,0,0,0,0,,0,,0,,1,,1,,,,
