TRANSFORMATION_SCHEME_ID,TRANSFORMATION_ID,EXPRESSION,Validation result,Type,EXPRESSION2,Validation result2,SintaxInfo
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_13,"/*extract the structure of the cube Instrument-protection received data - ECB Collection (ANCRDT_INSTRMNT_PRTCTN_RCVD_C)*/
CSH_RSRV_FCTRNG_ANCRDT_INSTRMNT_PRTCTN_RCVD_C := CSH_RSRV_AC [keep (INSTRMNT_ID role Identifier, DT_RFRNC role Identifier, CNTRCT_ID role Identifier, OBSRVD_AGNT_ID role Identifier, PRTCTN_ALLCTD_VL role Measure, PRTCTN_ID role Identifier, THRD_PRTY_PRRTY_CLMS role Measure)];",FALSO,clause,"CSH_RSRV_FCTRNG_ANCRDT_INSTRMNT_PRTCTN_RCVD_C := CSH_RSRV_AC [keep INSTRMNT_ID role Identifier, DT_RFRNC role Identifier, CNTRCT_ID role Identifier, OBSRVD_AGNT_ID role Identifier, PRTCTN_ALLCTD_VL role Measure, PRTCTN_ID role Identifier, THRD_PRTY_PRRTY_CLMS role Measure];",,
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_14,"/*extract the structure of the cube Protection received data - ECB Collection (ANCRDT_PRTCTN_RCVD_C)*/
CSH_RSRV_FCTRNG_ANCRDT_PRTCTN_RCVD_C := CSH_RSRV_AC [keep (PRTCTN_ID role Identifier, DT_RFRNC role Identifier, OBSRVD_AGNT_ID  role Identifier, DT_MTRTY_CSH_RSRV as ""DT_MTRTY_PRTCTN"" role Measure, DT_ORGNL_CSH_RSRV_AMNT as ""DT_ORGNL_PRTCTN_VL"" role Measure, ORGNL_CSH_RSRV_AMNT as ""ORGNL_PRTCTN_VL"" role Measure, CSH_RSRV_AMNT as ""PRTCTN_VL"" role Measure, DBTR_ID as ""PRTCTN_PRVDR_ID"" role Measure, PRTCTN_VLTN_APPRCH role Measure, RL_ESTT_CLLTRL_LCTN role Measure, TYP_PRTCTN role Measure, TYP_PRTCTN_VL role Measure)];",FALSO,clause,"CSH_RSRV_FCTRNG_ANCRDT_PRTCTN_RCVD_C := CSH_RSRV_AC [keep PRTCTN_ID role Identifier, DT_RFRNC role Identifier, OBSRVD_AGNT_ID role Identifier, DT_MTRTY_CSH_RSRV as ""DT_MTRTY_PRTCTN"" role Measure, DT_ORGNL_CSH_RSRV_AMNT as ""DT_ORGNL_PRTCTN_VL"" role Measure, ORGNL_CSH_RSRV_AMNT as ""ORGNL_PRTCTN_VL"" role Measure, CSH_RSRV_AMNT as ""PRTCTN_VL"" role Measure, DBTR_ID as ""PRTCTN_PRVDR_ID"" role Measure, PRTCTN_VLTN_APPRCH role Measure, RL_ESTT_CLLTRL_LCTN role Measure, TYP_PRTCTN role Measure, TYP_PRTCTN_VL role Measure];",,
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_2,"/*retrieve a dataset of structure {Instrument unique identifier, Debtor identifier}*/
TRNSCTNS_CNTRPRTS_INSTRMNT_RLS_SUB := [inner TRNSCTNS_CNTRPRTS_INSTRMNT_RLS as ""A"", RLVNT_INSTRMNT_IDS as ""B"" on A.INSTRMNT_UNQ_ID = B.INSTRMNT_UNQ_ID] {keep (A.INSTRMNT_UNQ_ID, A.DBTR_ID)};",FALSO,join,"TRNSCTNS_CNTRPRTS_INSTRMNT_RLS := TRNSCTNS_CNTRPRTS_INSTRMNT_RLS [calc identifier INSTRMNT_UNQ_ID := INSTRMNT_UNQ_ID];
RLVNT_INSTRMNT_IDS := RLVNT_INSTRMNT_IDS [calc identifier INSTRMNT_UNQ_ID := INSTRMNT_UNQ_ID];

TRNSCTNS_CNTRPRTS_INSTRMNT_RLS_SUB := inner_join(TRNSCTNS_CNTRPRTS_INSTRMNT_RLS as A, RLVNT_INSTRMNT_IDS as B using INSTRMNT_UNQ_ID keep  A#DBTR_ID);",,
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_3,"/*add the debtor to the dataset CSH_RSRV_AC*/
CSH_RSRV_AC := [inner CSH_RSRV_AC as ""A"", TRNSCTNS_CNTRPRTS_INSTRMNT_RLS_SUB as ""B"" on A.INSTRMNT_UNQ_ID = B.INSTRMNT_UNQ_ID] {keep (A.ALL_VARIABLES, B.DBTR_ID)};",FALSO,join,"CSH_RSRV_AC := CSH_RSRV_AC[calc identifier INSTRMNT_UNQ_ID := INSTRMNT_UNQ_ID];

CSH_RSRV_AC := inner_join( CSH_RSRV_AC as A, TRNSCTNS_CNTRPRTS_INSTRMNT_RLS_SUB as B using INSTRMNT_UNQ_ID keep A#*, B#DBTR_ID);",,
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_4,"/*add a new variable Protection identifier which is created by the concatenation of the Instrument unique identifier with the term ""_CSH_RSRV_PRTCTN""*/
CSH_RSRV_AC := CSH_RSRV_AC [calc INSTRMNT_UNQ_ID || ""_CSH_RSRV_PRTCTN"" as ""PRTCTN_ID""];",FALSO,clause,"CSH_RSRV_AC := CSH_RSRV_AC [calc PRTCTN_ID := INSTRMNT_UNQ_ID || ""_CSH_RSRV_PRTCTN""];",,
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_5,"/*set the Protection allocated value to 0 by default*/
CSH_RSRV_AC := CSH_RSRV_AC [calc 0 as ""PRTCTN_ALLCTD_VL""];",FALSO,clause,"CSH_RSRV_AC := CSH_RSRV_AC [calc PRTCTN_ALLCTD_VL := ""0"" ];",,
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_6,"/*set the Third party priority claims against the protection to 0 by default*/
CSH_RSRV_AC := CSH_RSRV_AC [calc 0 as ""THRD_PRTY_PRRTY_CLMS""];",FALSO,clause,"CSH_RSRV_AC := CSH_RSRV_AC [calc THRD_PRTY_PRRTY_CLMS := ""0""];",,
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_7,"/*add the reference date*/
CSH_RSRV_AC := CSH_RSRV_AC [calc CNSTNT_DT_RFRNC as ""DT_RFRNC""];",FALSO,clause,CSH_RSRV_AC := CSH_RSRV_AC [calc DT_RFRNC := CNSTNT_DT_RFRNC];,,
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_8,"/*set the Type of protection to ""Currency and deposits (15)"" by default*/
CSH_RSRV_AC := CSH_RSRV_AC [calc ""15"" as ""TYP_PRTCTN""];",FALSO,clause,"CSH_RSRV_AC := CSH_RSRV_AC [calc TYP_PRTCTN := ""15"" ];",,
G_CSH_RSRV_FCTRNG_1,G_CSH_RSRV_FCTRNG_1_9,"/*set the Type of protection value to ""Notional amount (4)"" by default*/
CSH_RSRV_AC := CSH_RSRV_AC [calc ""4"" as ""TYP_PRTCTN_VL""];",FALSO,clause,"CSH_RSRV_AC := CSH_RSRV_AC [calc TYP_PRTCTN_VL := ""4""];",,
G_DBT_SCRTS_FVH_FINREP_1,G_DBT_SCRTS_FVH_FINREP_1_0,"call DELTA_VALUE(DBT_SCRTS_DBTRS_FINREP, INSTRMNT_UNQ_ID, DT_RFRNC, ACCMLTD_CHNGS_FV, T0, T_CRRNT, DBT_SCRTS_DBTRS_FVH);",FALSO,Call to procedure,,,
G_DBT_SCRTS_FVH_FINREP_1,G_DBT_SCRTS_FVH_FINREP_1_1,"DBT_SCRTS_DBTRS_FVH := DBT_SCRTS_DBTRS_FVH [rename OWND_SCTRY_ID as ""ID""];",FALSO,clause,DBT_SCRTS_DBTRS_FVH := DBT_SCRTS_DBTRS_FVH [rename OWND_SCTRY_ID to ID];,,
G_DBT_SCRTS_ISSD_FVH_FINREP_1,G_DBT_SCRTS_ISSD_FVH_FINREP_1_0,"call DELTA_VALUE(DBT_SCRTS_ISSD_FINREP, INSTRMNT_UNQ_ID, DT_RFRNC, ACCMLTD_CHNGS_FV, T0, T_CRRNT, DBT_SCRTS_ISSD_FVH);",FALSO,Call to procedure,,,
G_DBT_SCRTS_ISSD_FVH_FINREP_1,G_DBT_SCRTS_ISSD_FVH_FINREP_1_1,"DBT_SCRTS_ISSD_FVH := DBT_SCRTS_ISSD_FVH [rename SCRTS_ISSD_ID as ""ID""];",FALSO,clause,DBT_SCRTS_ISSD_FVH := DBT_SCRTS_ISSD_FVH [rename SCRTS_ISSD_ID to ID];,,
G_DFLT_STTS1_1,G_DFLT_STTS1_1_0,"/*map: (Assessment approach for credit quality, Credit quality status) &rArr; Default status (AnaCredit)*/
create function G_DFLT_STTS1 (APPRCH_CRDT_QLTY_STTS, CRDT_QLTY_STTS, IS_INTRGRP_SCRTY, IS_SHRT_PSTN) {
returns 
if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then ""0"" 
else 
(if (APPRCH_CRDT_QLTY_STTS = ""1"") then ""0"" 
elseif (APPRCH_CRDT_QLTY_STTS = ""2"") then 
   (if CRDT_QLTY_STTS in (""2"", ""11"") then ""14"" 
   elseif CRDT_QLTY_STTS = ""19"" then ""19"" 
   elseif CRDT_QLTY_STTS = ""20"" then ""20"" 
   elseif CRDT_QLTY_STTS = ""18"" then ""18""
   else null)  
else null) 
as string
}",FALSO,Function,"/*map: (Assessment approach for credit quality, Credit quality status) &rArr; Default status (AnaCredit)*/
define operator G_DFLT_STTS1 (APPRCH_CRDT_QLTY_STTS string, CRDT_QLTY_STTS string, IS_INTRGRP_SCRTY string, IS_SHRT_PSTN string)
returns string
is if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then ""0"" 
else 
(if (APPRCH_CRDT_QLTY_STTS = ""1"") then ""0"" 
elseif (APPRCH_CRDT_QLTY_STTS = ""2"") then 
   (if CRDT_QLTY_STTS in (""2"", ""11"") then ""14"" 
   elseif CRDT_QLTY_STTS = ""19"" then ""19"" 
   elseif CRDT_QLTY_STTS = ""20"" then ""20"" 
   elseif CRDT_QLTY_STTS = ""18"" then ""18""
   else null)  
else null) 
end define operator",,
G_DFLT_STTS_CNTRPRTY1_1,G_DFLT_STTS_CNTRPRTY1_1_0,"/*map: (Assessment approach for credit quality status, Credit quality status) &rArr; Default status of the counterparty*/
create function G_DFLT_STTS_CNTRPRTY1 (APPRCH_CRDT_QLTY_STTS, CRDT_QLTY_STTS, IS_INTRGRP_SCRTY, IS_SHRT_PSTN) {
returns 
if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then ""0"" 
else 
(if (APPRCH_CRDT_QLTY_STTS = ""2"") then ""0"" 
elseif (APPRCH_CRDT_QLTY_STTS = ""1"") then 
   (if (CRDT_QLTY_STTS in (""11"", ""2"")) then ""14""  
   elseif (CRDT_QLTY_STTS = ""19"") then ""19""  
   elseif (CRDT_QLTY_STTS = ""20"") then ""20""  
   elseif (CRDT_QLTY_STTS = ""18"") then ""18"" 
   else null) 
else null) 
as string
}",FALSO,Function,"/*map: (Assessment approach for credit quality status, Credit quality status) &rArr; Default status of the counterparty*/
define operator G_DFLT_STTS_CNTRPRTY1 (APPRCH_CRDT_QLTY_STTS string, CRDT_QLTY_STTS string, IS_INTRGRP_SCRTY string, IS_SHRT_PSTN string)
returns string
is if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then ""0"" 
else 
(if (APPRCH_CRDT_QLTY_STTS = ""2"") then ""0"" 
elseif (APPRCH_CRDT_QLTY_STTS = ""1"") then 
   (if (CRDT_QLTY_STTS in (""11"", ""2"")) then ""14""  
   elseif (CRDT_QLTY_STTS = ""19"") then ""19""  
   elseif (CRDT_QLTY_STTS = ""20"") then ""20""  
   elseif (CRDT_QLTY_STTS = ""18"") then ""18"" 
   else null) 
else null) 
end define operator",,
G_DPSTS_THT_LBLTS_FVH_FINREP_1,G_DPSTS_THT_LBLTS_FVH_FINREP_1_0,"call DELTA_VALUE(DPSTS_THT_LBLTS_CSTMRS_FINREP, INSTRMNT_UNQ_ID, DT_RFRNC, ACCMLTD_CHNGS_FV, T0, T_CRRNT, DPSTS_THT_LBLTS_FVH);",FALSO,Call to procedure,,,
G_DPSTS_THT_LBLTS_FVH_FINREP_1,G_DPSTS_THT_LBLTS_FVH_FINREP_1_1,"DPSTS_THT_LBLTS_FVH := DPSTS_THT_LBLTS_FVH [rename INSTRMNT_UNQ_ID as ""ID""];",FALSO,clause,DPSTS_THT_LBLTS_FVH := DPSTS_THT_LBLTS_FVH [rename INSTRMNT_UNQ_ID to ID];,,
G_DRVTVS_ASSTS_FVH_FINREP_1,G_DRVTVS_ASSTS_FVH_FINREP_1_0,"call DELTA_VALUE(DRVTVS_CSTMRS_ASSTS_FINREP, INSTRMNT_UNQ_ID, DT_RFRNC, ACCMLTD_CHNGS_FV, T0, T_CRRNT, DRVTVS_ASSTS_FVH);",FALSO,Call to procedure,,,
G_DRVTVS_ASSTS_FVH_FINREP_1,G_DRVTVS_ASSTS_FVH_FINREP_1_1,"DRVTVS_ASSTS_FVH := DRVTVS_ASSTS_FVH [rename PSTN_ID as ""ID""];",FALSO,clause,DRVTVS_ASSTS_FVH := DRVTVS_ASSTS_FVH [rename PSTN_ID to ID];,,
G_DRVTVS_FVH_FINREP_1,G_DRVTVS_FVH_FINREP_1_0,"DRVTVS_FVH := union (DRVTVS_ASSTS_FVH, DRVTVS_LBLTS_FVH);",VERDADERO,,,,
G_DRVTVS_LBLTS_FVH_FINREP_1,G_DRVTVS_LBLTS_FVH_FINREP_1_0,"call DELTA_VALUE(DRVTVS_CSTMRS_LBLTS_FINREP, INSTRMNT_UNQ_ID, DT_RFRNC, ACCMLTD_CHNGS_FV, T0, T_CRRNT, DRVTVS_LBLTS_FVH);",FALSO,Call to procedure,,,
G_DRVTVS_LBLTS_FVH_FINREP_1,G_DRVTVS_LBLTS_FVH_FINREP_1_1,"DRVTVS_LBLTS_FVH := DRVTVS_LBLTS_FVH [rename PSTN_ID as ""ID""];",FALSO,clause,DRVTVS_LBLTS_FVH := DRVTVS_LBLTS_FVH [rename PSTN_ID to ID];,,
G_DT_DFLT_STTS1_1,G_DT_DFLT_STTS1_1_0,"/*map: (Assessment approach for credit quality status, Date of default status) &rArr; Date of default status (AnaCredit)*/
create function G_DT_DFLT_STTS1(APPRCH_CRDT_QLTY_STTS, DT_DFLT_STTS) {
returns 
if (APPRCH_CRDT_QLTY_STTS = ""2"") then DT_DFLT_STTS 
elseif (APPRCH_CRDT_QLTY_STTS = ""1""  or isnull(DT_DFLT_STTS)) then null 
else null 
as date
}",FALSO,Function,"/*map: (Assessment approach for credit quality status, Date of default status) &rArr; Date of default status (AnaCredit)*/
define operator G_DT_DFLT_STTS1(APPRCH_CRDT_QLTY_STTS string, DT_DFLT_STTS date)
returns date
is if (APPRCH_CRDT_QLTY_STTS = ""2"") then DT_DFLT_STTS 
elseif (APPRCH_CRDT_QLTY_STTS = ""1""  or isnull(DT_DFLT_STTS)) then null 
else null 
end define operator",,
G_DT_DFLT_STTS_CNTRPRTY1_1,G_DT_DFLT_STTS_CNTRPRTY1_1_0,"/*map: (Assessment approach for credit quality, Date of default status) &rArr; Date of default status of the counterparty (AnaCredit)*/
create function G_DT_DFLT_STTS_CNTRPRTY1(APPRCH_CRDT_QLTY_STTS, DT_DFLT_STTS, IS_INTRGRP_SCRTY, IS_SHRT_PSTN) {
returns 
if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then null 
else 
(if (isnull(DT_DFLT_STTS) or APPRCH_CRDT_QLTY_STTS = ""2"") then null 
elseif (APPRCH_CRDT_QLTY_STTS = ""1"") then 
   (if DT_DFLT_STTS = ""31/12/9999"" then null 
   else DT_DFLT_STTS) 
else null) 
as date
}",FALSO,Function,"/*map: (Assessment approach for credit quality, Date of default status) &rArr; Date of default status of the counterparty (AnaCredit)*/
define operator G_DT_DFLT_STTS_CNTRPRTY1(APPRCH_CRDT_QLTY_STTS string, DT_DFLT_STTS date, IS_INTRGRP_SCRTY string, IS_SHRT_PSTN string)
returns date
is if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then null 
else 
(if (isnull(DT_DFLT_STTS) or APPRCH_CRDT_QLTY_STTS = ""2"") then null 
elseif (APPRCH_CRDT_QLTY_STTS = ""1"") then 
   (if DT_DFLT_STTS = ""31/12/9999"" then null 
   else DT_DFLT_STTS) 
else null) 
end define operator",,
G_DT_DFLT_STTS_INSTRMNT1_1,G_DT_DFLT_STTS_INSTRMNT1_1_0,"/*map: (Is intragroup security, Is short position, Date of default status) &rArr; Date of default status of the instrument (SHSG)*/
create function G_DT_DFLT_STTS_INSTRMNT1 (IS_INTRGRP_SCRTY, IS_SHRT_PSTN, DT_DFLT_STTS) {
returns 
if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then null 
else DT_DFLT_STTS 
as date
}",FALSO,Function,"/*map: (Is intragroup security, Is short position, Date of default status) &rArr; Date of default status of the instrument (SHSG)*/
create function G_DT_DFLT_STTS_INSTRMNT1 (IS_INTRGRP_SCRTY string, IS_SHRT_PSTN string, DT_DFLT_STTS date) {
returns date
is if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then null 
else DT_DFLT_STTS 
end define operator",,
G_DT_INCPTN1_1,G_DT_INCPTN1_1_0,"/*map: (Inception date, Inception date of the credit facility) &rArr; Inception date (AnaCredit)*/
create function G_DT_INCPTN1(DT_INCPTN, DT_INCPTN_CF) {
   returns 
      if (isnull(DT_INCPTN)) then DT_INCPTN_CF 
      else DT_INCPTN 
as string
}",FALSO,Function,"/*map: (Inception date, Inception date of the credit facility) &rArr; Inception date (AnaCredit)*/
define operator G_DT_INCPTN1(DT_INCPTN date, DT_INCPTN_CF date) {
   returns date
      is if (isnull(DT_INCPTN)) then DT_INCPTN_CF 
      else DT_INCPTN 
end define operator",,
G_DT_LGL_FNL_MTRTY1_1,G_DT_LGL_FNL_MTRTY1_1_0,"/*map: (Type of facility, Legal final maturity date, Legal final maturity date of the credit facility) &rArr; Legal final maturity date (AnaCredit)*/
create function G_DT_LGL_FNL_MTRTY1(TYP_FCLTY, DT_LGL_FNL_MTRTY, DT_LGL_FNL_MTRTY_CF) {
   returns 
      if (isnull(TYP_FCLTY) or TYP_FCLTY = ""2"") then DT_LGL_FNL_MTRTY 
      elseif (TYP_FCLTY = ""1"") then DT_LGL_FNL_MTRTY_CF 
      else null 
as string
}",FALSO,Function,"/*map: (Type of facility, Legal final maturity date, Legal final maturity date of the credit facility) &rArr; Legal final maturity date (AnaCredit)*/
define operator G_DT_LGL_FNL_MTRTY1(TYP_FCLTY string, DT_LGL_FNL_MTRTY date, DT_LGL_FNL_MTRTY_CF date) {
   returns date
      is if (isnull(TYP_FCLTY) or TYP_FCLTY = ""2"") then DT_LGL_FNL_MTRTY 
      elseif (TYP_FCLTY = ""1"") then DT_LGL_FNL_MTRTY_CF 
      else null 
end define operator",,
G_DT_PRFRMNG_STTS_1,G_DT_PRFRMNG_STTS_1_0,"/*map: (Is intragroup security, Is short position, Issue date, Date of performing status) &rArr; Date of performing status (SHSG)*/
create function G_DT_PRFRMNG_STTS (IS_INTRGRP_SCRTY, IS_SHRT_PSTN, DT_ISS, DT_PRFRMNG_STTS) {
returns 
if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then null 
else 
   (if (DT_ISS < DT_PRFRMNG_STTS) then DT_ISS 
   else DT_PRFRMNG_STTS) 
as date
}",FALSO,Function,"/*map: (Is intragroup security, Is short position, Issue date, Date of performing status) &rArr; Date of performing status (SHSG)*/
define oeprator G_DT_PRFRMNG_STTS (IS_INTRGRP_SCRTY string, IS_SHRT_PSTN string, DT_ISS date, DT_PRFRMNG_STTS date) {
returns date
is if (IS_INTRGRP_SCRTY = ""T"" or IS_SHRT_PSTN = ""T"") then null 
else 
   (if (DT_ISS < DT_PRFRMNG_STTS) then DT_ISS 
   else DT_PRFRMNG_STTS) 
end define operator",,
G_ENTITY_AREA1_1,G_ENTITY_AREA1_1_0,"/*map: (Country, International organisation) &rArr; Country of residency of the entity (SHSG)*/
create function G_ENTITY_AREA1 (CNTRY, INTRNTNL_ORGNSTN) {
returns 
if (INTRNTNL_ORGNSTN in (""4B"", ""4C"", ""4D"", ""4E"", ""4F"", ""4G"", ""4H"", ""4I"", ""4J1"", ""4J2"", ""4J3"", ""4J4"", ""4J5"", ""4J6"", ""4J7"", ""4J8"", ""4M"", ""4R"", ""4T1"", ""4T2"", ""4T3"", ""4U"", ""4V"")) then ""4A"" 
elseif (INTRNTNL_ORGNSTN in (""1C"", ""1D"", ""1E"", ""1F"", ""1G"", ""1H"", ""1J"", ""1K"", ""1L"", ""1M"", ""1N"", ""1O"", ""1P"", ""1Q"", ""1R"", ""1S"", ""1T"", ""1U"", ""5B"", ""5C"", ""5D"", ""5E"", ""5F"", ""5G"", ""5H"", ""5I"", ""5J"", ""5K"", ""5L"", ""5M"", ""5N"", ""5O"", ""5P"", ""5Q"", ""5R"", ""5S"", ""5T"", ""5U"", ""5W"", ""5Z"", ""6B"", ""6C"", ""6D"", ""6E"", ""6F"", ""6G"", ""6H"", ""6I"", ""6J"", ""6K"", ""6L"", ""6M"", ""6N"", ""6O"", ""6P"", ""6Q"", ""6Z"", ""7A"", ""7B"", ""7C"", ""7D"", ""7E"", ""7F"", ""7G"", ""7H"", ""7I"", ""7J"", ""7K"", ""7L"", ""7M"")) then ""9A"" 
else CNTRY 
as string
}",FALSO,Function,"/*map: (Country, International organisation) &rArr; Country of residency of the entity (SHSG)*/
define operator G_ENTITY_AREA1 (CNTRY string, INTRNTNL_ORGNSTN string) {
returns string
is if (INTRNTNL_ORGNSTN in (""4B"", ""4C"", ""4D"", ""4E"", ""4F"", ""4G"", ""4H"", ""4I"", ""4J1"", ""4J2"", ""4J3"", ""4J4"", ""4J5"", ""4J6"", ""4J7"", ""4J8"", ""4M"", ""4R"", ""4T1"", ""4T2"", ""4T3"", ""4U"", ""4V"")) then ""4A"" 
elseif (INTRNTNL_ORGNSTN in (""1C"", ""1D"", ""1E"", ""1F"", ""1G"", ""1H"", ""1J"", ""1K"", ""1L"", ""1M"", ""1N"", ""1O"", ""1P"", ""1Q"", ""1R"", ""1S"", ""1T"", ""1U"", ""5B"", ""5C"", ""5D"", ""5E"", ""5F"", ""5G"", ""5H"", ""5I"", ""5J"", ""5K"", ""5L"", ""5M"", ""5N"", ""5O"", ""5P"", ""5Q"", ""5R"", ""5S"", ""5T"", ""5U"", ""5W"", ""5Z"", ""6B"", ""6C"", ""6D"", ""6E"", ""6F"", ""6G"", ""6H"", ""6I"", ""6J"", ""6K"", ""6L"", ""6M"", ""6N"", ""6O"", ""6P"", ""6Q"", ""6Z"", ""7A"", ""7B"", ""7C"", ""7D"", ""7E"", ""7F"", ""7G"", ""7H"", ""7I"", ""7J"", ""7K"", ""7L"", ""7M"")) then ""9A"" 
else CNTRY 
end define operator",,
G_ENTTY_ID_CRDTR_1,G_ENTTY_ID_CRDTR_1_0,"/*map: (Relationship with securitisation or credit transfer, Fiduciary instrument, Type of risk transfer, Observed agent identifier, Beneficiary identifier, Transferee identifier) &rArr; Entity identifier of the creditor*/
create function G_ENTTY_ID_CRDTR (RLTNSHP_SCRTSTN_CRDT_TRNSFR, FDCRY, TYP_RSK_TRNSFR, OBSRVD_AGNT_ID, BNFCRY_ID, TRNSFR_ID) {
   returns 
      if (RLTNSHP_SCRTSTN_CRDT_TRNSFR in (""0"", ""2"", ""3"")) then
            (if (FDCRY = ""1"") then BNFCRY_ID 
            elseif (FDCRY = ""2"") then OBSRVD_AGNT_ID 
            else null)
      elseif (RLTNSHP_SCRTSTN_CRDT_TRNSFR = ""1"") then
            (if (TYP_RSK_TRNSFR = ""2"") then OBSRVD_AGNT_ID 
            elseif (TYP_RSK_TRNSFR in (""1"", ""3"")) then TRNSFR_ID 
            else null)
      else null 
as string
}",FALSO,Function,"/*map: (Relationship with securitisation or credit transfer, Fiduciary instrument, Type of risk transfer, Observed agent identifier, Beneficiary identifier, Transferee identifier) &rArr; Entity identifier of the creditor*/
define operator G_ENTTY_ID_CRDTR (RLTNSHP_SCRTSTN_CRDT_TRNSFR string, FDCRY string, TYP_RSK_TRNSFR string, OBSRVD_AGNT_ID string, BNFCRY_ID string, TRNSFR_ID string) {
   returns string
      is if (RLTNSHP_SCRTSTN_CRDT_TRNSFR in (""0"", ""2"", ""3"")) then
            (if (FDCRY = ""1"") then BNFCRY_ID 
            elseif (FDCRY = ""2"") then OBSRVD_AGNT_ID 
            else null)
      elseif (RLTNSHP_SCRTSTN_CRDT_TRNSFR = ""1"") then
            (if (TYP_RSK_TRNSFR = ""2"") then OBSRVD_AGNT_ID 
            elseif (TYP_RSK_TRNSFR in (""1"", ""3"")) then TRNSFR_ID 
            else null)
      else null 
end define operator",,
G_ENTTY_ID_SRVCR_1,G_ENTTY_ID_SRVCR_1_0,"/*map: (Relationship with securitisation or credit transfer, Is serviced by observed agent, Type of risk transfer, Observed agent identifier, Servicer identifier, Servicer of the securitisation identifier) &rArr; Entity identifier of the servicer*/
create function G_ENTTY_ID_SRVCR(RLTNSHP_SCRTSTN_CRDT_TRNSFR, IS_SRVCD_OBSRVD_AGNT, TYP_RSK_TRNSFR, OBSRVD_AGNT_ID, SRVCR_ID, SRVCR_SCRTSTN_ID) {
   returns 
      if (RLTNSHP_SCRTSTN_CRDT_TRNSFR in (""0"", ""2"", ""3"")) then 
            (if (IS_SRVCD_OBSRVD_AGNT = ""T"") then OBSRVD_AGNT_ID 
            elseif (IS_SRVCD_OBSRVD_AGNT = ""F"") then SRVCR_ID 
            else null)
      elseif (RLTNSHP_SCRTSTN_CRDT_TRNSFR = ""1"") then
            (if (TYP_RSK_TRNSFR = ""2"") then 
                  (if (IS_SRVCD_OBSRVD_AGNT = ""T"") then OBSRVD_AGNT_ID 
                  elseif (IS_SRVCD_OBSRVD_AGNT = ""F"") then SRVCR_ID 
                  else null)
            elseif (TYP_RSK_TRNSFR in (""1"", ""3"")) then SRVCR_SCRTSTN_ID 
            else null)
      else null 
as string
}",FALSO,Function,"/*map: (Relationship with securitisation or credit transfer, Is serviced by observed agent, Type of risk transfer, Observed agent identifier, Servicer identifier, Servicer of the securitisation identifier) &rArr; Entity identifier of the servicer*/
define operator G_ENTTY_ID_SRVCR(RLTNSHP_SCRTSTN_CRDT_TRNSFR string, IS_SRVCD_OBSRVD_AGNT string, TYP_RSK_TRNSFR string, OBSRVD_AGNT_ID string, SRVCR_ID string, SRVCR_SCRTSTN_ID string)
   returns string
   is   if (RLTNSHP_SCRTSTN_CRDT_TRNSFR in (""0"", ""2"", ""3"")) then 
            (if (IS_SRVCD_OBSRVD_AGNT = ""T"") then OBSRVD_AGNT_ID 
            elseif (IS_SRVCD_OBSRVD_AGNT = ""F"") then SRVCR_ID 
            else null)
      elseif (RLTNSHP_SCRTSTN_CRDT_TRNSFR = ""1"") then
            (if (TYP_RSK_TRNSFR = ""2"") then 
                  (if (IS_SRVCD_OBSRVD_AGNT = ""T"") then OBSRVD_AGNT_ID 
                  elseif (IS_SRVCD_OBSRVD_AGNT = ""F"") then SRVCR_ID 
                  else null)
            elseif (TYP_RSK_TRNSFR in (""1"", ""3"")) then SRVCR_SCRTSTN_ID 
            else null)
      else null 
end define operator",,
