FREQ,INDEX_BASE,MARKET_GEO,NBB_ISTI,TIME_PERIOD,CONF_STATUS
M,2010,OPD,2120,2011-Q3,N
M,2010,OPD,2120,2011-Q4,N
M,2010,OPD,2200,2010-Q1,F
M,2010,OPD,2200,2010-Q2,F
M,2010,OPD,2200,2010-Q3,F
M,2010,OPD,2200,2010-Q4,F
M,2010,OPD,2200,2011-Q1,F
M,2010,OPD,2200,2011-Q2,F
M,2010,OPD,2200,2011-Q3,F
M,2010,OPD,2200,2011-Q4,F
M,2010,OPD,2210,2010-Q1,C
M,2010,OPD,2210,2010-Q2,C
M,2010,OPD,2210,2010-Q3,C
M,2010,OPD,2210,2010-Q4,C
M,2010,OPD,2210,2011-Q1,C
M,2010,OPD,2210,2011-Q2,C
M,2010,OPD,2210,2011-Q3,C
M,2010,OPD,2210,2011-Q4,C
M,2010,OPD,2219,2010-Q1,N
M,2010,OPD,2219,2010-Q2,N
M,2010,OPD,2219,2010-Q3,N
M,2010,OPD,2219,2010-Q4,N
M,2010,OPD,2219,2011-Q1,N
M,2010,OPD,2219,2011-Q2,N
M,2010,OPD,2219,2011-Q3,N
M,2010,OPD,2219,2011-Q4,N
M,2010,OPD,2220,2010-Q1,E
M,2010,OPD,2220,2010-Q2,E
M,2010,OPD,2220,2010-Q3,E
M,2010,OPD,2220,2010-Q4,E
M,2010,OPD,2220,2011-Q1,E
M,2010,OPD,2220,2011-Q2,E
M,2010,OPD,2220,2011-Q3,E
M,2010,OPD,2220,2011-Q4,E
M,2010,OPD,2221,2010-Q1,F
M,2010,OPD,2221,2010-Q2,F
M,2010,OPD,2221,2010-Q3,F
M,2010,OPD,2221,2010-Q4,F
M,2010,OPD,2221,2011-Q1,F
M,2010,OPD,2221,2011-Q2,F
M,2010,OPD,2221,2011-Q3,F
M,2010,OPD,2221,2011-Q4,F
M,2010,OPD,2222,2010-Q1,F
M,2010,OPD,2222,2010-Q2,F
M,2010,OPD,2222,2010-Q3,F
M,2010,OPD,2222,2010-Q4,F
M,2010,OPD,2222,2011-Q1,F
M,2010,OPD,2222,2011-Q2,F
M,2010,OPD,2222,2011-Q3,F
M,2010,OPD,2222,2011-Q4,F
M,2010,OPD,2223,2010-Q1,C
M,2010,OPD,2223,2010-Q2,C
M,2010,OPD,2223,2010-Q3,C
M,2010,OPD,2223,2010-Q4,C
M,2010,OPD,2223,2011-Q1,C
M,2010,OPD,2223,2011-Q2,C
M,2010,OPD,2223,2011-Q3,C
M,2010,OPD,2223,2011-Q4,C
M,2010,OPD,2229,2010-Q1,N
M,2010,OPD,2229,2010-Q2,N
M,2010,OPD,2229,2010-Q3,N
M,2010,OPD,2229,2010-Q4,N
M,2010,OPD,2229,2011-Q1,N
M,2010,OPD,2229,2011-Q2,N
M,2010,OPD,2229,2011-Q3,N
M,2010,OPD,2229,2011-Q4,N
M,2010,OPD,2300,2010-Q1,F
M,2010,OPD,2300,2010-Q2,F
M,2010,OPD,2300,2010-Q3,F
M,2010,OPD,2300,2010-Q4,F
M,2010,OPD,2300,2011-Q1,F
M,2010,OPD,2300,2011-Q2,F
M,2010,OPD,2300,2011-Q3,F
M,2010,OPD,2300,2011-Q4,F
M,2010,OPD,2310,2010-Q1,F
M,2010,OPD,2310,2010-Q2,F
M,2010,OPD,2310,2010-Q3,F
M,2010,OPD,2310,2010-Q4,F
M,2010,OPD,2310,2011-Q1,F
M,2010,OPD,2310,2011-Q2,F
M,2010,OPD,2310,2011-Q3,F
M,2010,OPD,2310,2011-Q4,F
M,2010,OPD,2311,2010-Q1,C
M,2010,OPD,2311,2010-Q2,C
M,2010,OPD,2311,2010-Q3,C
M,2010,OPD,2311,2010-Q4,C
M,2010,OPD,2311,2011-Q1,C
M,2010,OPD,2311,2011-Q2,C
M,2010,OPD,2311,2011-Q3,C
M,2010,OPD,2311,2011-Q4,C
M,2010,OPD,2312,2010-Q1,N
M,2010,OPD,2312,2010-Q2,N
M,2010,OPD,2312,2010-Q3,N
M,2010,OPD,2312,2010-Q4,N
M,2010,OPD,2312,2011-Q1,N
M,2010,OPD,2312,2011-Q2,N
M,2010,OPD,2312,2011-Q3,N
M,2010,OPD,2312,2011-Q4,N
M,2010,OPD,2314,2010-Q1,E
M,2010,OPD,2314,2010-Q2,E
M,2010,OPD,2314,2010-Q3,E
M,2010,OPD,2314,2010-Q4,E
M,2010,OPD,2314,2011-Q1,E
M,2010,OPD,2314,2011-Q2,E
M,2010,OPD,2314,2011-Q3,E
M,2010,OPD,2314,2011-Q4,E
M,2010,OPD,2330,2010-Q1,F
M,2010,OPD,2330,2010-Q2,F
M,2010,OPD,2330,2010-Q3,F
M,2010,OPD,2330,2010-Q4,F
M,2010,OPD,2330,2011-Q1,F
M,2010,OPD,2330,2011-Q2,F
M,2010,OPD,2330,2011-Q3,F
M,2010,OPD,2330,2011-Q4,F
M,2010,OPD,2332,2010-Q1,F
M,2010,OPD,2332,2010-Q2,F
M,2010,OPD,2332,2010-Q3,F
M,2010,OPD,2332,2010-Q4,F
M,2010,OPD,2332,2011-Q1,F
M,2010,OPD,2332,2011-Q2,F
M,2010,OPD,2332,2011-Q3,F
M,2010,OPD,2332,2011-Q4,F
M,2010,OPD,2350,2010-Q1,C
M,2010,OPD,2350,2010-Q2,C
M,2010,OPD,2350,2010-Q3,C
M,2010,OPD,2350,2010-Q4,C
M,2010,OPD,2350,2011-Q1,C
M,2010,OPD,2350,2011-Q2,C
M,2010,OPD,2350,2011-Q3,C
M,2010,OPD,2350,2011-Q4,C
M,2010,OPD,2351,2010-Q1,N
M,2010,OPD,2351,2010-Q2,N
M,2010,OPD,2351,2010-Q3,N
M,2010,OPD,2351,2010-Q4,N
M,2010,OPD,2351,2011-Q1,N
M,2010,OPD,2351,2011-Q2,N
M,2010,OPD,2351,2011-Q3,N
M,2010,OPD,2351,2011-Q4,N
M,2010,OPD,2360,2010-Q1,E
M,2010,OPD,2360,2010-Q2,E
M,2010,OPD,2360,2010-Q3,E
M,2010,OPD,2360,2010-Q4,E
M,2010,OPD,2360,2011-Q1,E
M,2010,OPD,2360,2011-Q2,E
M,2010,OPD,2360,2011-Q3,E
M,2010,OPD,2360,2011-Q4,E
M,2010,OPD,2361,2010-Q1,F
M,2010,OPD,2361,2010-Q2,F
M,2010,OPD,2361,2010-Q3,F
M,2010,OPD,2361,2010-Q4,F
M,2010,OPD,2361,2011-Q1,F
M,2010,OPD,2361,2011-Q2,F
M,2010,OPD,2361,2011-Q3,F
M,2010,OPD,2361,2011-Q4,F
M,2010,OPD,2362,2010-Q1,F
M,2010,OPD,2362,2010-Q2,F
M,2010,OPD,2362,2010-Q3,F
M,2010,OPD,2362,2010-Q4,F
M,2010,OPD,2362,2011-Q1,F
M,2010,OPD,2362,2011-Q2,F
M,2010,OPD,2362,2011-Q3,F
M,2010,OPD,2362,2011-Q4,F
M,2010,OPD,2363,2010-Q1,C
M,2010,OPD,2363,2010-Q2,C
M,2010,OPD,2363,2010-Q3,C
M,2010,OPD,2363,2010-Q4,C
M,2010,OPD,2363,2011-Q1,C
M,2010,OPD,2363,2011-Q2,C
M,2010,OPD,2363,2011-Q3,C
M,2010,OPD,2363,2011-Q4,C
M,2010,OPD,2369,2010-Q1,N
M,2010,OPD,2369,2010-Q2,N
M,2010,OPD,2369,2010-Q3,N
M,2010,OPD,2369,2010-Q4,N
M,2010,OPD,2369,2011-Q1,N
M,2010,OPD,2369,2011-Q2,N
M,2010,OPD,2369,2011-Q3,N
M,2010,OPD,2369,2011-Q4,N
M,2010,OPD,2370,2010-Q1,E
M,2010,OPD,2370,2010-Q2,E
M,2010,OPD,2370,2010-Q3,E
M,2010,OPD,2370,2010-Q4,E
M,2010,OPD,2370,2011-Q1,E
M,2010,OPD,2370,2011-Q2,E
M,2010,OPD,2370,2011-Q3,E
M,2010,OPD,2370,2011-Q4,E
M,2010,OPD,2390,2010-Q1,F
M,2010,OPD,2390,2010-Q2,F
M,2010,OPD,2390,2010-Q3,F
M,2010,OPD,2390,2010-Q4,F
M,2010,OPD,2390,2011-Q1,F
M,2010,OPD,2390,2011-Q2,F
M,2010,OPD,2390,2011-Q3,F
M,2010,OPD,2390,2011-Q4,F
M,2010,OPD,2399,2010-Q1,F
M,2010,OPD,2399,2010-Q2,F
M,2010,OPD,2399,2010-Q3,F
M,2010,OPD,2399,2010-Q4,F
M,2010,OPD,2399,2011-Q1,F
M,2010,OPD,2399,2011-Q2,F
M,2010,OPD,2399,2011-Q3,F
M,2010,OPD,2399,2011-Q4,F
M,2010,OPD,2400,2010-Q1,N
M,2010,OPD,2400,2010-Q2,N
M,2010,OPD,2400,2010-Q3,N
M,2010,OPD,2400,2010-Q4,N
M,2010,OPD,2400,2011-Q1,N
M,2010,OPD,2400,2011-Q2,N
M,2010,OPD,2400,2011-Q3,N
M,2010,OPD,2400,2011-Q4,N
M,2010,OPD,2410,2010-Q1,E
M,2010,OPD,2410,2010-Q2,E
M,2010,OPD,2410,2010-Q3,E
M,2010,OPD,2410,2010-Q4,E
M,2010,OPD,2410,2011-Q1,E
M,2010,OPD,2410,2011-Q2,E
M,2010,OPD,2410,2011-Q3,E
M,2010,OPD,2410,2011-Q4,E
M,2010,OPD,2430,2010-Q1,F
M,2010,OPD,2430,2010-Q2,F
M,2010,OPD,2430,2010-Q3,F
M,2010,OPD,2430,2010-Q4,F
M,2010,OPD,2430,2011-Q1,F
M,2010,OPD,2430,2011-Q2,F
M,2010,OPD,2430,2011-Q3,F
M,2010,OPD,2430,2011-Q4,F
M,2010,OPD,2434,2010-Q1,F
M,2010,OPD,2434,2010-Q2,F
M,2010,OPD,2434,2010-Q3,F
M,2010,OPD,2434,2010-Q4,F
M,2010,OPD,2434,2011-Q1,F
M,2010,OPD,2434,2011-Q2,F
M,2010,OPD,2434,2011-Q3,F
M,2010,OPD,2434,2011-Q4,F
M,2010,OPD,2440,2010-Q1,C
M,2010,OPD,2440,2010-Q2,C
M,2010,OPD,2440,2010-Q3,C
M,2010,OPD,2440,2010-Q4,C
M,2010,OPD,2440,2011-Q1,C
M,2010,OPD,2440,2011-Q2,C
M,2010,OPD,2440,2011-Q3,C
M,2010,OPD,2440,2011-Q4,C
M,2010,OPD,2444,2010-Q1,N
M,2010,OPD,2444,2010-Q2,N
M,2010,OPD,2444,2010-Q3,N
M,2010,OPD,2444,2010-Q4,N
M,2010,OPD,2444,2011-Q1,N
M,2010,OPD,2444,2011-Q2,N
M,2010,OPD,2444,2011-Q3,N
M,2010,OPD,2444,2011-Q4,N
M,2010,OPD,2450,2010-Q1,E
M,2010,OPD,2450,2010-Q2,E
M,2010,OPD,2450,2010-Q3,E
M,2010,OPD,2450,2010-Q4,E
M,2010,OPD,2450,2011-Q1,E
M,2010,OPD,2450,2011-Q2,E
M,2010,OPD,2450,2011-Q3,E
M,2010,OPD,2450,2011-Q4,E
M,2010,OPD,2451,2010-Q1,F
M,2010,OPD,2451,2010-Q2,F
M,2010,OPD,2451,2010-Q3,F
M,2010,OPD,2451,2010-Q4,F
M,2010,OPD,2451,2011-Q1,F
M,2010,OPD,2451,2011-Q2,F
M,2010,OPD,2451,2011-Q3,F
M,2010,OPD,2451,2011-Q4,F
M,2010,OPD,2453,2010-Q1,F
M,2010,OPD,2453,2010-Q2,F
M,2010,OPD,2453,2010-Q3,F
M,2010,OPD,2453,2010-Q4,F
M,2010,OPD,2453,2011-Q1,F
M,2010,OPD,2453,2011-Q2,F
M,2010,OPD,2453,2011-Q3,F
M,2010,OPD,2453,2011-Q4,F
M,2010,OPD,2500,2010-Q1,E
M,2010,OPD,2500,2010-Q2,E
M,2010,OPD,2500,2010-Q3,E
M,2010,OPD,2500,2010-Q4,E
M,2010,OPD,2500,2011-Q1,E
M,2010,OPD,2500,2011-Q2,E
M,2010,OPD,2500,2011-Q3,E
M,2010,OPD,2500,2011-Q4,E
M,2010,OPD,2510,2010-Q1,F
M,2010,OPD,2510,2010-Q2,F
M,2010,OPD,2510,2010-Q3,F
M,2010,OPD,2510,2010-Q4,F
M,2010,OPD,2510,2011-Q1,F
M,2010,OPD,2510,2011-Q2,F
M,2010,OPD,2510,2011-Q3,F
M,2010,OPD,2510,2011-Q4,F
M,2010,OPD,2511,2010-Q1,F
M,2010,OPD,2511,2010-Q2,F
M,2010,OPD,2511,2010-Q3,F
M,2010,OPD,2511,2010-Q4,F
M,2010,OPD,2511,2011-Q1,F
M,2010,OPD,2511,2011-Q2,F
M,2010,OPD,2511,2011-Q3,F
M,2010,OPD,2511,2011-Q4,F
M,2010,OPD,2512,2010-Q1,C
M,2010,OPD,2512,2010-Q2,C
M,2010,OPD,2512,2010-Q3,C
M,2010,OPD,2512,2010-Q4,C
M,2010,OPD,2512,2011-Q1,C
M,2010,OPD,2512,2011-Q2,C
M,2010,OPD,2512,2011-Q3,C
M,2010,OPD,2512,2011-Q4,C
M,2010,OPD,2520,2010-Q1,N
M,2010,OPD,2520,2010-Q2,N
M,2010,OPD,2520,2010-Q3,N
M,2010,OPD,2520,2010-Q4,N
M,2010,OPD,2520,2011-Q1,N
M,2010,OPD,2520,2011-Q2,N
M,2010,OPD,2520,2011-Q3,N
M,2010,OPD,2520,2011-Q4,N
M,2010,OPD,2521,2010-Q1,E
M,2010,OPD,2521,2010-Q2,E
M,2010,OPD,2521,2010-Q3,E
M,2010,OPD,2521,2010-Q4,E
M,2010,OPD,2521,2011-Q1,E
M,2010,OPD,2521,2011-Q2,E
M,2010,OPD,2521,2011-Q3,E
M,2010,OPD,2521,2011-Q4,E
M,2010,OPD,2529,2010-Q1,F
M,2010,OPD,2529,2010-Q2,F
M,2010,OPD,2529,2010-Q3,F
M,2010,OPD,2529,2010-Q4,F
M,2010,OPD,2529,2011-Q1,F
M,2010,OPD,2529,2011-Q2,F
M,2010,OPD,2529,2011-Q3,F
M,2010,OPD,2529,2011-Q4,F
M,2010,OPD,2560,2010-Q1,F
M,2010,OPD,2560,2010-Q2,F
M,2010,OPD,2560,2010-Q3,F
M,2010,OPD,2560,2010-Q4,F
M,2010,OPD,2560,2011-Q1,F
M,2010,OPD,2560,2011-Q2,F
M,2010,OPD,2560,2011-Q3,F
M,2010,OPD,2560,2011-Q4,F
M,2010,OPD,2561,2010-Q1,C
M,2010,OPD,2561,2010-Q2,C
M,2010,OPD,2561,2010-Q3,C
M,2010,OPD,2561,2010-Q4,C
M,2010,OPD,2561,2011-Q1,C
M,2010,OPD,2561,2011-Q2,C
M,2010,OPD,2561,2011-Q3,C
M,2010,OPD,2561,2011-Q4,C
M,2010,OPD,2562,2010-Q1,N
M,2010,OPD,2562,2010-Q2,N
M,2010,OPD,2562,2010-Q3,N
M,2010,OPD,2562,2010-Q4,N
M,2010,OPD,2562,2011-Q1,N
M,2010,OPD,2562,2011-Q2,N
M,2010,OPD,2562,2011-Q3,N
M,2010,OPD,2562,2011-Q4,N
M,2010,OPD,257,2010-Q1,C
M,2010,OPD,257,2010-Q2,C
M,2010,OPD,257,2010-Q3,C
M,2010,OPD,257,2010-Q4,C
M,2010,OPD,257,2011-Q1,C
M,2010,OPD,257,2011-Q2,C
M,2010,OPD,257,2011-Q3,C
M,2010,OPD,257,2011-Q4,C
M,2010,OPD,2570,2010-Q1,E
M,2010,OPD,2570,2010-Q2,E
M,2010,OPD,2570,2010-Q3,E
M,2010,OPD,2570,2010-Q4,E
M,2010,OPD,2570,2011-Q1,E
M,2010,OPD,2570,2011-Q2,E
M,2010,OPD,2570,2011-Q3,E
M,2010,OPD,2570,2011-Q4,E
M,2010,OPD,2590,2010-Q1,F
M,2010,OPD,2590,2010-Q2,F
M,2010,OPD,2590,2010-Q3,F
M,2010,OPD,2590,2010-Q4,F
M,2010,OPD,2590,2011-Q1,F
M,2010,OPD,2590,2011-Q2,F
M,2010,OPD,2590,2011-Q3,F
M,2010,OPD,2590,2011-Q4,F
M,2010,OPD,2599,2010-Q1,F
M,2010,OPD,2599,2010-Q2,F
M,2010,OPD,2599,2010-Q3,F
M,2010,OPD,2599,2010-Q4,F
M,2010,OPD,2599,2011-Q1,F
M,2010,OPD,2599,2011-Q2,F
M,2010,OPD,2599,2011-Q3,F
M,2010,OPD,2599,2011-Q4,F
M,2010,OPD,2600,2010-Q1,C
M,2010,OPD,2600,2010-Q2,C
M,2010,OPD,2600,2010-Q3,C
M,2010,OPD,2600,2010-Q4,C
M,2010,OPD,2600,2011-Q1,C
M,2010,OPD,2600,2011-Q2,C
M,2010,OPD,2600,2011-Q3,C
M,2010,OPD,2600,2011-Q4,C
M,2010,OPD,2630,2010-Q1,N
M,2010,OPD,2630,2010-Q2,N
M,2010,OPD,2630,2010-Q3,N
M,2010,OPD,2630,2010-Q4,N
M,2010,OPD,2630,2011-Q1,N
M,2010,OPD,2630,2011-Q2,N
M,2010,OPD,2630,2011-Q3,N
M,2010,OPD,2630,2011-Q4,N
M,2010,OPD,2700,2010-Q1,E
M,2010,OPD,2700,2010-Q2,E
M,2010,OPD,2700,2010-Q3,E
M,2010,OPD,2700,2010-Q4,E
M,2010,OPD,2700,2011-Q1,E
M,2010,OPD,2700,2011-Q2,E
M,2010,OPD,2700,2011-Q3,E
M,2010,OPD,2700,2011-Q4,E
M,2010,OPD,2710,2010-Q1,F
M,2010,OPD,2710,2010-Q2,F
M,2010,OPD,2710,2010-Q3,F
M,2010,OPD,2710,2010-Q4,F
M,2010,OPD,2710,2011-Q1,F
M,2010,OPD,2710,2011-Q2,F
M,2010,OPD,2710,2011-Q3,F
M,2010,OPD,2710,2011-Q4,F
M,2010,OPD,2711,2010-Q1,F
M,2010,OPD,2711,2010-Q2,F
M,2010,OPD,2711,2010-Q3,F
M,2010,OPD,2711,2010-Q4,F
M,2010,OPD,2711,2011-Q1,F
M,2010,OPD,2711,2011-Q2,F
M,2010,OPD,2711,2011-Q3,F
M,2010,OPD,2711,2011-Q4,F
M,2010,OPD,2730,2010-Q1,C
M,2010,OPD,2730,2010-Q2,C
M,2010,OPD,2730,2010-Q3,C
M,2010,OPD,2730,2010-Q4,C
M,2010,OPD,2730,2011-Q1,C
M,2010,OPD,2730,2011-Q2,C
M,2010,OPD,2730,2011-Q3,C
M,2010,OPD,2730,2011-Q4,C
M,2010,OPD,2732,2010-Q1,N
M,2010,OPD,2732,2010-Q2,N
M,2010,OPD,2732,2010-Q3,N
M,2010,OPD,2732,2010-Q4,N
M,2010,OPD,2732,2011-Q1,N
M,2010,OPD,2732,2011-Q2,N
M,2010,OPD,2732,2011-Q3,N
M,2010,OPD,2732,2011-Q4,N
M,2010,OPD,2733,2010-Q1,E
M,2010,OPD,2733,2010-Q2,E
M,2010,OPD,2733,2010-Q3,E
M,2010,OPD,2733,2010-Q4,E
M,2010,OPD,2733,2011-Q1,E
M,2010,OPD,2733,2011-Q2,E
M,2010,OPD,2733,2011-Q3,E
M,2010,OPD,2733,2011-Q4,E
M,2010,OPD,2740,2010-Q1,F
M,2010,OPD,2740,2010-Q2,F
M,2010,OPD,2740,2010-Q3,F
M,2010,OPD,2740,2010-Q4,F
M,2010,OPD,2740,2011-Q1,F
M,2010,OPD,2740,2011-Q2,F
M,2010,OPD,2740,2011-Q3,F
M,2010,OPD,2740,2011-Q4,F
M,2010,OPD,2750,2010-Q1,F
M,2010,OPD,2750,2010-Q2,F
M,2010,OPD,2750,2010-Q3,F
M,2010,OPD,2750,2010-Q4,F
M,2010,OPD,2750,2011-Q1,F
M,2010,OPD,2750,2011-Q2,F
M,2010,OPD,2750,2011-Q3,F
M,2010,OPD,2750,2011-Q4,F
M,2010,OPD,2752,2010-Q1,C
M,2010,OPD,2752,2010-Q2,C
M,2010,OPD,2752,2010-Q3,C
M,2010,OPD,2752,2010-Q4,C
M,2010,OPD,2752,2011-Q1,C
M,2010,OPD,2752,2011-Q2,C
M,2010,OPD,2752,2011-Q3,C
M,2010,OPD,2752,2011-Q4,C
M,2010,OPD,2790,2010-Q1,N
M,2010,OPD,2790,2010-Q2,N
M,2010,OPD,2790,2010-Q3,N
M,2010,OPD,2790,2010-Q4,N
M,2010,OPD,2790,2011-Q1,N
M,2010,OPD,2790,2011-Q2,N
M,2010,OPD,2790,2011-Q3,N
M,2010,OPD,2790,2011-Q4,N
M,2010,OPD,2800,2010-Q1,E
M,2010,OPD,2800,2010-Q2,E
M,2010,OPD,2800,2010-Q3,E
M,2010,OPD,2800,2010-Q4,E
M,2010,OPD,2800,2011-Q1,E
M,2010,OPD,2800,2011-Q2,E
M,2010,OPD,2800,2011-Q3,E
M,2010,OPD,2800,2011-Q4,E
M,2010,OPD,2810,2010-Q1,F
M,2010,OPD,2810,2010-Q2,F
M,2010,OPD,2810,2010-Q3,F
M,2010,OPD,2810,2010-Q4,F
M,2010,OPD,2810,2011-Q1,F
M,2010,OPD,2810,2011-Q2,F
M,2010,OPD,2810,2011-Q3,F
M,2010,OPD,2810,2011-Q4,F
M,2010,OPD,2820,2010-Q1,F
M,2010,OPD,2820,2010-Q2,F
M,2010,OPD,2820,2010-Q3,F
M,2010,OPD,2820,2010-Q4,F
M,2010,OPD,2820,2011-Q1,F
M,2010,OPD,2820,2011-Q2,F
M,2010,OPD,2820,2011-Q3,F
M,2010,OPD,2820,2011-Q4,F
M,2010,OPD,2822,2010-Q1,C
M,2010,OPD,2822,2010-Q2,C
M,2010,OPD,2822,2010-Q3,C
M,2010,OPD,2822,2010-Q4,C
M,2010,OPD,2822,2011-Q1,C
M,2010,OPD,2822,2011-Q2,C
M,2010,OPD,2822,2011-Q3,C
M,2010,OPD,2822,2011-Q4,C
M,2010,OPD,2825,2010-Q1,N
M,2010,OPD,2825,2010-Q2,N
M,2010,OPD,2825,2010-Q3,N
M,2010,OPD,2825,2010-Q4,N
M,2010,OPD,2825,2011-Q1,N
M,2010,OPD,2825,2011-Q2,N
M,2010,OPD,2825,2011-Q3,N
M,2010,OPD,2825,2011-Q4,N
M,2010,OPD,2829,2010-Q1,E
M,2010,OPD,2829,2010-Q2,E
M,2010,OPD,2829,2010-Q3,E
M,2010,OPD,2829,2010-Q4,E
M,2010,OPD,2829,2011-Q1,E
M,2010,OPD,2829,2011-Q2,E
M,2010,OPD,2829,2011-Q3,E
M,2010,OPD,2829,2011-Q4,E
M,2010,OPD,2830,2010-Q1,F
M,2010,OPD,2830,2010-Q2,F
M,2010,OPD,2830,2010-Q3,F
M,2010,OPD,2830,2010-Q4,F
M,2010,OPD,2830,2011-Q1,F
M,2010,OPD,2830,2011-Q2,F
M,2010,OPD,2830,2011-Q3,F
M,2010,OPD,2830,2011-Q4,F
M,2010,OPD,2890,2010-Q1,F
M,2010,OPD,2890,2010-Q2,F
M,2010,OPD,2890,2010-Q3,F
M,2010,OPD,2890,2010-Q4,F
M,2010,OPD,2890,2011-Q1,F
M,2010,OPD,2890,2011-Q2,F
M,2010,OPD,2890,2011-Q3,F
M,2010,OPD,2890,2011-Q4,F
M,2010,OPD,2893,2010-Q1,C
M,2010,OPD,2893,2010-Q2,C
M,2010,OPD,2893,2010-Q3,C
M,2010,OPD,2893,2010-Q4,C
M,2010,OPD,2893,2011-Q1,C
M,2010,OPD,2893,2011-Q2,C
M,2010,OPD,2893,2011-Q3,C
M,2010,OPD,2893,2011-Q4,C
M,2010,OPD,2894,2010-Q1,N
M,2010,OPD,2894,2010-Q2,N
M,2010,OPD,2894,2010-Q3,N
M,2010,OPD,2894,2010-Q4,N
M,2010,OPD,2894,2011-Q1,N
M,2010,OPD,2894,2011-Q2,N
M,2010,OPD,2894,2011-Q3,N
M,2010,OPD,2894,2011-Q4,N
M,2010,OPD,2900,2010-Q1,E
M,2010,OPD,2900,2010-Q2,E
M,2010,OPD,2900,2010-Q3,E
M,2010,OPD,2900,2010-Q4,E
M,2010,OPD,2900,2011-Q1,E
M,2010,OPD,2900,2011-Q2,E
M,2010,OPD,2900,2011-Q3,E
M,2010,OPD,2900,2011-Q4,E
M,2010,OPD,2910,2010-Q1,F
M,2010,OPD,2910,2010-Q2,F
M,2010,OPD,2910,2010-Q3,F
M,2010,OPD,2910,2010-Q4,F
M,2010,OPD,2910,2011-Q1,F
M,2010,OPD,2910,2011-Q2,F
M,2010,OPD,2910,2011-Q3,F
M,2010,OPD,2910,2011-Q4,F
M,2010,OPD,2920,2010-Q1,F
M,2010,OPD,2920,2010-Q2,F
M,2010,OPD,2920,2010-Q3,F
M,2010,OPD,2920,2010-Q4,F
M,2010,OPD,2920,2011-Q1,F
M,2010,OPD,2920,2011-Q2,F
M,2010,OPD,2920,2011-Q3,F
M,2010,OPD,2920,2011-Q4,F
M,2010,OPD,2930,2010-Q1,C
M,2010,OPD,2930,2010-Q2,C
M,2010,OPD,2930,2010-Q3,C
M,2010,OPD,2930,2010-Q4,C
M,2010,OPD,2930,2011-Q1,C
M,2010,OPD,2930,2011-Q2,C
M,2010,OPD,2930,2011-Q3,C
M,2010,OPD,2930,2011-Q4,C
M,2010,OPD,2932,2010-Q1,N
M,2010,OPD,2932,2010-Q2,N
M,2010,OPD,2932,2010-Q3,N
M,2010,OPD,2932,2010-Q4,N
M,2010,OPD,2932,2011-Q1,N
M,2010,OPD,2932,2011-Q2,N
M,2010,OPD,2932,2011-Q3,N
M,2010,OPD,2932,2011-Q4,N
M,2010,OPD,31,2010-Q1,C
M,2010,OPD,31,2010-Q2,C
M,2010,OPD,31,2010-Q3,C
M,2010,OPD,31,2010-Q4,C
M,2010,OPD,31,2011-Q1,C
M,2010,OPD,31,2011-Q2,C
M,2010,OPD,31,2011-Q3,C
M,2010,OPD,31,2011-Q4,C
M,2010,OPD,3100,2010-Q1,E
M,2010,OPD,3100,2010-Q2,E
M,2010,OPD,3100,2010-Q3,E
M,2010,OPD,3100,2010-Q4,E
M,2010,OPD,3100,2011-Q1,E
M,2010,OPD,3100,2011-Q2,E
M,2010,OPD,3100,2011-Q3,E
M,2010,OPD,3100,2011-Q4,E
M,2010,OPD,3101,2010-Q1,F
M,2010,OPD,3101,2010-Q2,F
M,2010,OPD,3101,2010-Q3,F
M,2010,OPD,3101,2010-Q4,F
M,2010,OPD,3101,2011-Q1,F
M,2010,OPD,3101,2011-Q2,F
M,2010,OPD,3101,2011-Q3,F
M,2010,OPD,3101,2011-Q4,F
M,2010,OPD,3102,2010-Q1,F
M,2010,OPD,3102,2010-Q2,F
M,2010,OPD,3102,2010-Q3,F
M,2010,OPD,3102,2010-Q4,F
M,2010,OPD,3102,2011-Q1,F
M,2010,OPD,3102,2011-Q2,F
M,2010,OPD,3102,2011-Q3,F
M,2010,OPD,3102,2011-Q4,F
M,2010,OPD,3103,2010-Q1,C
M,2010,OPD,3103,2010-Q2,C
M,2010,OPD,3103,2010-Q3,C
M,2010,OPD,3103,2010-Q4,C
M,2010,OPD,3103,2011-Q1,C
M,2010,OPD,3103,2011-Q2,C
M,2010,OPD,3103,2011-Q3,C
M,2010,OPD,3103,2011-Q4,C
M,2010,OPD,3109,2010-Q1,N
M,2010,OPD,3109,2010-Q2,N
M,2010,OPD,3109,2010-Q3,N
M,2010,OPD,3109,2010-Q4,N
M,2010,OPD,3109,2011-Q1,N
M,2010,OPD,3109,2011-Q2,N
M,2010,OPD,3109,2011-Q3,N
M,2010,OPD,3109,2011-Q4,N
M,2010,OPD,3200,2010-Q1,E
M,2010,OPD,3200,2010-Q2,E
M,2010,OPD,3200,2010-Q3,E
M,2010,OPD,3200,2010-Q4,E
M,2010,OPD,3200,2011-Q1,E
M,2010,OPD,3200,2011-Q2,E
M,2010,OPD,3200,2011-Q3,E
M,2010,OPD,3200,2011-Q4,E
M,2010,OPD,3250,2010-Q1,F
M,2010,OPD,3250,2010-Q2,F
M,2010,OPD,3250,2010-Q3,F
M,2010,OPD,3250,2010-Q4,F
M,2010,OPD,3250,2011-Q1,F
M,2010,OPD,3250,2011-Q2,F
M,2010,OPD,3250,2011-Q3,F
